,text,polarity
3091,لا تستطيع الدخول الا بحجز و يفضل تحجز من موقع اكتشف العلا على قوقل,Positive
3092,جميل و ممتع و الاجواء اكثر من رائعة,Positive
3093,رائع وتاريخي,Neutral
3094,تجمع عائلي والعاب اطفال للعوائل تحضير القهوه والشاهي واحضار الفرش معاكم للاستمتاع بالجو العائلي,Neutral
3095,تنظيم جميل ويغلب علية الطراز العثماني  ولكن للاسف لايوجد مصعد لكبار السن للدور الثاني,Positive
3096,مزار سياحي جميل,Positive
3097,استخدمت القلعة في عدد من الازمنة حيث استخدمت في فترة حكم الدولة العثمانية لمنطقة جازان في القرن الثالث عشر الهجري حيث كانت مقرا للحاكم التركي واستخدمت ايضا في فترة حكم الدولة الادريسية كذلك في عهد الملك عبد العزيز والملك سعود كما وان تاريخ القلعة لا يختصر في المهام الحربية والسياسية فقط بل جعل منها الشيخ عبد الله القرعاوي في فترة نشره للعلم في منطقة جازان مقرا للتعليم والدراسة ونشر العلم بين طلاب المنطقة  وفي العهد السعودي استخدمتها وزارة الدفاع والطيران  بدات الهيئة العليا للسياحة اعمال ترميم القلعة واعادة هيكلتها في يناير م على ثلاث مراحل المرحلة الاولى عبارة عن ازالة الانقاض والثانية امداد الكهرباء وتطوير المنطقة المحيطة بالقلعة والمرحلة الثالثلة والاخيرة انشاء المتحف داخل القلعة,Positive
3098,الايجابيات كثيرة جدا التنظيم,Neutral
3099,مواقف تلفريك الهدا عند فندق ارمادا دوون المستوى صراحة ياليت يهتمون فيها  اسسعار التذاكر مبالغ فيهاا  ريال للشخص الاطفال  واقل من ثلاث سنوات مجاني منتزه الكر يحتاج اهتمام وعناية وتطوير,Positive
3100,رائعة وهادئة وتستحق الزيارة,Neutral
3101,متحف ممتاز بس اغلب الاشياء تخيلية,Positive
3102,ماشاءالله جميل جدا ,Positive
3103,مكان صغير ومختصر وتراثي بس جميل يرجعك للزمان الجمييبييل,Positive
3104,بصراحة ماتستاهل الزياره نفايات بكل مكان داخل المغاره وريحه منتنه ورسوم الدخول مبالغ فيه  ريال للشخص الواحد من عمره  وفوق ولايوجد الي مغاره واحده فقط مفتوحه والباقي مغلقه انصحكم بعدم الزياره,Negative
3105,روعه جميل حدا,Positive
3106,تحفه فنية في غاية الروعة,Neutral
3107,حلوة كتغيير جو بس اغلب الفعاليات كانت اكل وموسيقى,Positive
3108,ممتع جدا  انبسطو الاطفال فيه,Neutral
3109,السلام عليكم و رحمة الله و بركاته المعرض مميز جدا جدا بكل ما يحتويه من معروضات خاصة بتاريخ ارامكو او كل ما يحتويه عن معلومات حول النفط و طرق استخدامة و كذلك عرض المعدات المستخدمة قديما و حديثا,Positive
3110,قع المتحف في محطة سكة حديد الحجاز بالعنبرية يضم قاعات تحتوي على العديد من القطع الاثرية وصالات للعرض المرئي والصور القديمة بالاضافة الى متحف سكة حديد الحجاز والذي يحتوي على قطع اثريه تخص القطار العثماني من عربات ومحركات انشئت محطة سكة,Positive
3111,مؤلم,Neutral
3112,تجربة رائعه  مكان مميز منظم يحمل الكثير من الجمال,Positive
3113,مكان رائع وخصوصا للاجيال القادمة يفيدهم في كثير من النواحي العلمية والثقافية والاجتماعية والدينية,Positive
3114,من اجمل مكان,Positive
3115,اجمالا جيد  لكن الصيحة التي تواكب هذه المولات بهذه الطريقة اعتقد انها نو بزنس فقط ازدحام خارجي واغلبية لا تثمن الوقت اللهم اصلح احوالنا واحوال جميع المسلمين,Positive
3116,قيمة تذكرة الدخول للشخص  ريال مبالغة جدا وبشكل عام لا يستحق الزيارة,Positive
3117,تراث معماري قديم بجدة بوسط البلد,Neutral
3118,الحديقة منظمة ونظيفة لكن ينقصها وجود مطعم او كفتيريا بجلوس خارجي لكن اجمالا متنفس جميل للاطفال وللكبار ايضا,Positive
3119,تتقلص,Neutral
3120,مشروع جيد والله يوفق المصمم بس انتقادي على الدخول بمبلغ عشرين ريال الى الشخص الواحد من تسع سنوات وطالع لان بصراحه في الافضل منه بكثير والدخول مجاني المكان بصراحه مو حلو الى درجة اني ادفع للدخول دفعت متحسف ليتني دافعها الى بنزين اصرف لي,Positive
3121,مكان يعتبر ممتع  و جميل  مناسب جدا للشباب و الكبار من الجنسين  وللعوائل مناسب ايضا لاصطحاب الاطفال,Neutral
3122,هادي وجميل جدا ينفع توقف السيارة وتمشي في المنطقة,Positive
3123,معلم حضاري,Positive
3124,مكان مناسب للعوائل خصوصا اللي مو من اهل المدينة فعاليات وجلسات اضافة الى قربه من المسجد النبوي الشريف انصح بزيارته,Positive
3125,تجربة ممتعة تاخذك الى الماضي والتاريخ البعيد وتعرفك على حضارات استقرت في المنطقة والدخول مجاني,Neutral
3126,اجمل شئ سياحي عموما منتهى الروعة التلفريك,Positive
3127,جيد وبنسبه لصوت السماعات مرتفع جدا ومزعج واغاني مما جعلني اخرج من القرية,Negative
3128,جبل قارة  الاحساء المكان ابهرني ب جماله الطبيعي زرته ب الصيف اول شي دخلنا متحف ثم دخلنا جبل قاره  🤍كان داخله الجبل بارد عكس اللي برا اكيد راح اعيد الزياره 🤍,Positive
3129,تحسنت اكثر من اول الكبار ب  ريال الاطفال ب  ريال رسوم الدخول,Positive
3130,احلا مكان مفتوح بالاحساء,Positive
3131,حديقة حلوه ولطيفة,Positive
3132,راجع جميل متحف راقي,Positive
3133,متحف سكة الحجاز  مواعيد الزياره من السبت الى الخميس من الساعه ص الى م  م الى م متحف يستحق الزياره,Positive
3134,المنطقة جميلة جدا جدا لكنها غير مكتمله حاليا وجاري ترميم بعض المباني يمكنكم التجول عبر استئجار سيارة القولف للنصف ساعة تكلف  ريال وهو سعر مبالغ فيه جدا لان المنطقة صغيرة حتى مع التجول والتوقف للتصوير,Positive
3135,مسجد تراثي جميل له شان وتاريخ عريق,Positive
3136,متحف راقي ومنظم يحتوي على كثير  من القطع النادره من صخور واحجار ومقتنيات  من جميع مناطق المملكة,Positive
3137,رائعة جدا وبسعر جيد,Positive
3138,جميله جدا جدا جدا جدا اروبا السعوديه وتنقصها بعض الخدمات لتصل الى القمه,Positive
3139,لا توجد فيه منطقة للكبار,Positive
3140,من وجهة نظري  هندسة وتصميم وتخطيط واجواء وعدد موظفين من احلى واروع ما يكون لكن الفعاليات والانشطة قليلة مقارنة بحجم المركز,Positive
3141,روعه والسنه دي مختلف جدا وفي حاجات احسن بكثير,Neutral
3142,منظر جميل جدا,Positive
3143,مميزة لقضاء وقت مع العائلة واسعار الدخول بسيطه تستحق الزيارة,Positive
3144,رهيب المنظر,Positive
3145,خيال,Neutral
3146,حديقه جميله جدا و نظيفه مره,Positive
3147,جميل فيه جلسات بالمجان وجلسات اجار ومطاعم وكافيهات العاب للاطفال وبحيرة صغيرة يعيبها دخول بعض السيارات,Positive
3148,مهرجان وطني تراثي غني عن التعريف هالسنه الجنادرية تنظيم و فعاليات جميله وتخدم كل الاسرة فيه اجنحه خاصة للرجل والمراة والطفل والعاب نارية وضيف الشرف هالموسم  اندونيسيا,Negative
3149,مكان جميل والمطاعم راقيه بس جدا مكلفه واسعارها غاليه,Positive
3150,مكان جميل و العناية و النظافة فيه جيدة تم تطوير المكان بشكل ممتاز و نتمنى تطويره للافضل,Positive
3151,مكان رايق وهاديء,Positive
3152,اجنحة المناطق الجنوبية متميزة كعادتها,Positive
3153,متحف حقيقة رائع يضاهي المتاحف العالمية لم ار مثله بالمملكة يعاب عليه موظفيه والامن غير جيدين في التعامل والاهتمام والزي الذي يلبسونه غير مناسب للمتحف لابد من زيارته للسعودي وزائر المملكة,Positive
3154,تحتاج تطوير كثير لو استلمها مستثمر افضل,Negative
3155,اول مرة ازور هذا المكان  بصراحة راقي جدا  تنظيم وترتيب وتنسيق حدائق رائع واهتمام بادق التفاصيل,Positive
3156,جودة وطعم لذيذ واسعار ممتازة,Positive
3157,تعبت,Neutral
3158,حديقة كبيره منظمه وهدوء الان يوجد بها مهرجان شتاء ينبع  شهر مارس,Positive
3159,حديقة ممتازة لكن مساحتها صغيرة,Positive
3160,الحديقة جميلة جدا وكبيرة اسعارها مناسبة روحوا لها اذا برد الجو  فيها كوشكات تبيع مويه ومفرحات فيها منظار طبيعيه وانواع كثيرة من الحيوانات والطيور بس للاسف علشان كورونا ما تقدرون تجلسون في المسطحات الخضراء,Positive
3161,جميل ومنظم وحديقه عامه مجانيه ومجاري مياه صناعيه بشكل جميل ومنمق ,Positive
3162,اقدر اروح لها بسيارة بس مش دفع رباعي او سيارة صغيرة عادية مثل كورولا او كامري,Negative
3163,حلور,Neutral
3164,ممتازة وفيها فرع البيك الوحيد في مدينة الملك عبدالله الاقتصادية,Positive
3165,كل شي في ابها جميل,Positive
3166,تجربه رائعه فوق المرتفعات الجبليه,Neutral
3167,دخول الشخص ب ريال مبالغ فيه,Neutral
3168,تعامل الموظفين راق جدا,Positive
3169,حقيقة انا فخورة بهذا المشروع الحضاري الجميل في بلادنا تستحق الزيارة و يستحق كل القايمين عليها كل الشكر والتقدير بورك فيهم,Positive
3170,متحف جميل يحكي تاريخ المملكة  وحبذا لو فيه برامج ترفيهية وتعليمية في وقت الصيف,Positive
3171,يوجد بعض المنكرات نسال الله السلامة والعافية,Positive
3172,انا لم اجربه لكن اطلعت التعليقات وانصدمت من السعر بى ريال للشخص انا اشوفه مبالغ فيه خصوصا المناظر مطله على قرود وجبال سود انا اقترح على الاداره ان يكون السعر  ريال للكبار والصغار   ريال,Neutral
3173,مزيج من الحضارات القديمة والتاريخ الاسلامي والجبال والواحات التي تستحق الزياره حقا عروس التاريخ و الجبال والجمال,Neutral
3174,يستحق الزياره ,Neutral
3175,جرانفسيك,Neutral
3176,ممتازة تستحق الزيارة دورة المياة نظيفة حيث يوجد صابون ومناديل,Positive
3177,مكان ممتاز و لكن يحتاج للمزيد من الصيانة,Positive
3178,مكان مره جميل يستحق الزياره مرتين وثلاث و اربع للمليون مره لايك,Positive
3179,مهرجان رائع يضم فيه اقسام ومناطق المملكة وكل منطقة مايميزها عن غيرها بالمهن والحرف اليدوية المختلفة  اتمنى ان يتم ترقيم مواقف السيارات وزيادة عدد دورات المياه والمساجد,Negative
3180,من اجمل الواجهات البحرية,Positive
3181,مسجد اثري يقع خارج منتزه جواثا,Positive
3182,رائعه جدا متنوعه وبها عديد من التراثيات,Positive
3183,قصر ابراهيم يعد من ابرز المعالم السياحية في مدينة الهغوف والتي تزخر بالعديد من المعالم السياحة فاينما اتجهت في مدينة الهغوف تحس وتري وتشم عبق تاريخ يحدث عن مدينة كانت حاضرة المنطقة الشرقية وكان لها ميناء خاص يسمى ميناء العقير كان يخدم الاحساء وحتى الداخل وكان قصر ابراهيم قلب هذه المنطقة حيث انه عيان كان فصر الحكم,Positive
3184,تجربة رائعة  استمتعت بالتعرف على الحضارة الصينية  تتوفر مواقف سيارات  الدخول مجانا,Negative
3185,غالي جدا الشخص بليش,Neutral
3186,جميله جدا وفيها مطعم شعبي يفوق الخيال واسعارهم ممتازه جدا,Positive
3187,حلوه بس صغيره وما فيها شي يثير الاعجاب ودي لو يسوون فيها زي الجنادريه,Negative
3188,مغلق الان وتم انتقاله الى الواجهه البحرية,Negative
3189,جميله تستحق الزياره وان كانت صغير وتحتاج توسيع وتطوير وتعريف بالمنطقه اكثر,Positive
3190,مكان رائع وجميل وممتع يستحق الزيارة اشكال الصخور الغريبة و الممرات خلال الجبل رائعه سبحان الخالق وايضا يوجد كوفي ومحل لبيع السوفينيرات والدخول بسعر رمزي,Positive
3191,للاسف جيتها الظهر الساعه  ونص تغريبا وكل شي مسكر يعني السائح ماراح ياكل شي بس بيمر يصور المنازل القديمة,Negative
3192,اسر منتجه,Neutral
3193,جربت مادلين  كالعادة رائع و البوليفارد مكان تجاري حيوي  انصح اي زائر يضعه في جدول زيارته للرياض,Positive
3194,مكان جميل جدا ويريت تكثر هلاماكن الجميله عندنا في الاحساء والله يوفقكم والى الامام,Positive
3195,لمحبين الاثار ملاحظة الاهتمام لك عليه,Positive
3196,رحله رائعه,Neutral
3197,ممتاز لكن يحتاج تنظيم مواقف السيارات ترقيم المواقف وتنظيم مواقع المناطق المشاركه,Negative
3198,حديقه مدهشه فيها العديد من وسائل الراحه والترفيه من العاب للاطفال الى المطاعم والكافيهات ويمكنك اتمتع بالعديد مم اشكال الحيوانات المختلفة والجميله,Neutral
3199,شوي,Neutral
3200,المكان جميل لاخذ صور مع خلفية خريطة المملكة ع الجبل,Positive
3201,مكان تراثي يمثل بعض من تراث جازان لكن يعتبر بسيط بس فكرته حلوه,Neutral
3202,اهم مكان تاريخي بجده,Positive
3203,ديرتي,Neutral
3204,معلم تاريخي اكثر سكان تبوك ماقد طبه,Positive
3205,مكان مثالي للعائلة,Positive
3206,لابٲس,Neutral
3207,مريح والمكان جميل,Positive
3208,التطوير الاخير واللي جالس يصير بالحديقة جيد ويبشر بتغيير للافضل ان شاء الله  مناسبة للعائلة خاصة بالشتاء  اوقات الويكند غالبا تكون مزدحمه  اعتقد ان لديهم رؤية لجعلها مكان افضل بكثير من ناحية عدد الحيوانات وانواعها والمرافق الترفيهيه والمقاهي وايضا مناطق العروض من مسارح وشاشات,Positive
3209,لا يوجد حيوانات كل الي فيها حبات دجاج قرد نعامه فقط,Negative
3210,المكان جميل وممتع وثقافي يعيبه قل الوقت يعني لازم تجي اول م يفتح عشان تقدر تلحق ع كلشي,Positive
3211,يجب عليك ان تذهب بعد صلاه العصر مباشره عدد المرشدين قليل المكان ممتاز,Positive
3212,هدوء,Positive
3213,تتميز الاحساء بالمناطق التاريخيه ومنها قصر ابراهيم والقيصريه,Positive
3214,قلعة تركية قديمة تم ترميم المرافق التي حولها ولم يتم ترميمها من الداخل يتميز الموقع بمكان استراتيجي واطلالة رائعة على مدينة ابها من اربع جهات كونه قلعة للحامية التركية قديما يوجد موقف للسيارات ولازال العمل جاريا في الموقع حتى الان,Positive
3215,المتحف حاليا مغلق بسبب التجهزات لموسم الرياض  ذهبت اليه فاخبروتي انه مخلق للتجهز لموسم الرياض,Negative
3216,حلوة بس صغيرونه,Negative
3217,نجمتين,Neutral
3218,يجن ومتتتع مره ماتحمستت اني دخلتهه  تجربه اول مره اعيششها 🤍🤍,Positive
3219,قمة الراحه النفسيه بذا المكان جميل ونظيف والناس محترمين  و كان زيارة جدا ممتعه مع الاهل وان شاءالله نكررها,Positive
3220,مماتز,Neutral
3221,البلدة القديمة في العلا مكان  تاريخي مميز من احد الاماكن التاريخة في العلا,Positive
3222,مسجد تم تاسيسة في السنة السابعة للهجرة  اقيمة فيه ثاني جمعة في الاسلام  والله اعلم,Positive
3223,من المعالم التاريخيه في مدينة العلا وهي ساعه هرميه تعود لفترات قديمه جدا يعرف بها دخول موسم الزراعه في فترة الشتاء,Neutral
3224,منتزه جميل وسياحي لاهل الاحساء,Positive
3225,تحتاج الى اهتمام ونظافة اكثر,Positive
3226,يحتاج الى مزيد من الاهتمام للاسف النظافه سيئه,Neutral
3227,مكان رائع وجميل اطلالة ساحرة وخلابة عالبحيرة,Positive
3228,لم اتمكن من الدخول لها,Neutral
3229,المكان جميل قوووي ووممتع للكبار والصغار يوجد داخل الحديقه ميني ماركت في كل مكان والتذاكر اسعارها جميله الكبار  ريال والصغار فوق  سنوات  ريال وركوب القطار ريال و هلله بجد مكان رائع وكبير وجميل,Positive
3230,بلادى اجمل,Positive
3231,تجربة جميلة لكن حرارة الجو العالية افسدت الرحلة,Positive
3232,مكان يرجعك للايام الحلوة الجميله رسوم الدخول  ريال,Positive
3233,روعه جميله جدا جدا جدا,Positive
3234,اكثر من ما تتصور,Neutral
3235,منتزة جميل لكن رسوم الدخول عالية جدا,Positive
3236,يتحدث عن حضارة المدينه وبعثة الرسول وغزواته واحدث اخرى ممتاز الدخول للبالغ  الاطفال,Positive
3237,من ابشع الاماكن اللي زرتها للاسف,Neutral
3238,جميل و جامع محلات مميزه,Positive
3239,رائع ولكن نعاني من التزاحم في بعض الاركان وفي مواقف السيارات,Negative
3240,شى خيال ما شا الله المشروع جبار وصعود التلفريك تجربة اكثر من رائعه,Positive
3241,رحله ممتعه وسط العلا عروس الجبال والجمال,Neutral
3242,انا نزلت القريه المائيه بالتلفريك بصراحه روعه,Neutral
3243,مكان رائع وعلمي ومتعوب عليه,Positive
3244,متحف المدينة الاعلامي متحف يضم كل تاريخ المدينة المنورة واثارها لنختصر الزمن لزائر المدينة في التعرف على تاريخ مدينة تحكي تاريخ امة  تقوم فكرة متحف المدينة الاعلامي على ثمان قاعات يعرض في كل قاعة فلم تسجيلي عن تاريخ المعالم التالية,Positive
3245,رائع زرته قبل سنتين ,Neutral
3246,معبد,Negative
3247,مكان رائع جدا انصح بزيارته,Positive
3248,موقع جميل تستشعر منه الماضي,Positive
3249,يحنن الافكار حلوة مرة والشباب مرحين ومشاركتهم حلوة المكان مسلي,Neutral
3250,قراية تراثية جميلة لكن ما زلت تحت التطوير والقادم اجمل باذن الله,Positive
3251,راقي ومميز,Positive
3252,الصراحه المتحف جميل كلمت ابداع قليله في حقه سعره  ريال والصراحه يستاهل اكثر متعوب عليه,Positive
3253,لا جديد,Neutral
3254,زرتها لمدة ستة سنوات متواصلة ثم انقطعت عنها  مكان رائع للتعرف على ثقافات البلد المتنوعة واثارها المشوقة  اتمنى العودة لها في ظروف مواتية,Positive
3255,للاسف انصدمت منها مافيها حيوانات كثيررره تخيلوا ثلاثه اسود وثلاثه نمور ه عند صديقي حديقه اكبر منها وفيها حيوانات اكثر منها شي يقهر الصدق,Neutral
3256,تعامل الموظفين والتنظيم ممتاز جدا  من ناحية مواقف السيارات  والتنقل ب الباصات الموجوده  انشطة الاطفال متنوووعه وفيه اقسام كثيره وكل قسم فيه شخص يشرح ويوجه الطفل  ممتع,Positive
3257,صرح رائع فوق الوصف نفتخر بوجوده في مملكتنا الغاليه نبارك جهودكم ومزيد من التقدم فجميع مدن المملكه,Neutral
3258,لا يرقى للمستوى المطلوب,Positive
3259,يغطي قصر ابراهيم مساحة قدرها متر مربع وتدمج بين البناء الاسلامي والعسكري والتصميمات المعمارية الخاصة بمحافظة الاحساء التي تتضح في تصميم الاقواس والقباب والزخارف الموجودة فيه ويعطيها بناؤها الضخم ومشارفها العلوية تاثير القلاع,Positive
3260,اكثر من رائع يتحدث عن السيره النبويه ماشاءالله تبارك الله,Positive
3261,الكتابات الجداريه تحتاج متابعه فالمخطوطات غير واضحه وبعض التماثيل بحاجه الى ترميم ولا توجد جلسات كثيره داخل الجبل وداخل المغاره تحتاج الى اضائه ولا توجد ابراج وهذا امر ضروري للاشخاص الضالين او التائهين او العالقين وبحاجه الي تطوير اقوى لاستئناس كبار السن وذوي الاحتياجات الخاصه واسعار التذاكر تحتاج لاعاده النظر بكلا الاوقات,Positive
3262,ما من زود كل قسم لا زم تدفع فلوس طيب واللي معه عايله كبيرة تطلع عليه الزيارة لا يقل عن الف الفين ريال وارامكو ماعليها قاصر تحصل منا فلوس,Neutral
3263,جميل المتحف والاكل كان ممتاز بارك الله فيكم عندي صور بعدين انزلها,Positive
3264,جميل جدا وخاصة بعد تحسين الموقع لكن سعر تذكرة الدخول عالي مقابل الدخول فقط,Positive
3265,مناسب للجميع وكانك في عالم اخر,Neutral
3266,متحف سكة الحديد بالمدينة المنورة الرابط بينها وبين اسطنبول مرورا بعدة مناطق ومدن زيارتة مهمه لمعرفة التاريخ ومراحل تطورة,Positive
3267,مكان جميل ومتعوب عليه بس يبيله يوم كامل عشان تخلص لف فيه,Positive
3268,المطقة جميلة صغيرة اغلب المحلات اسعارها مرتفع ويوجد فيه ستار بكس اكبر فرع,Positive
3269,حضرنا فيه افطار رمضاني بدعوة من هيئة السياحةحقيقي كان مخيب للظن تنظيميا و كان فبه امتهان للسيدات حيث ان الجميع صايم طلب من النساء الانتظار حتي ياكل الرجال و النتيجة الاكل كان منتهي اسلوب غريب يعيدنا للوراء ازمنه كان المفروض توفير بوفيه للنساء و اخر للرجال او بلاش من دعوة النساء و امتهانهن,Negative
3270,حديقة مميزة تتوفر فيها بعض العاب الاطفال لكن نرجو متابعة نظافة البحيرة بشكل مستمر بتغيير ماء البحيرة لكي تستمر الاسماك على قيد المياه حيث ان ماء البحيرة متسخ جدا ولا نستطيع مشاهدة الاسماك الموجودة في البحيرة كما نرجو عدد دورات المياه ومتابعة النظافة فيها,Positive
3271,رائعة وزحمة خانقة,Neutral
3272,تغيرت تغير جذري في تنوع الحيوانات وفي الترتيب والتنطيم شكرا لامانة منطقة الرياض,Positive
3273,المتوقع افضل من الواقع,Neutral
3274,المتحف جميل طابعه مميز وفيه اثار وصور قديمة للمدينة وتعريف بالاماكن والنقوش انصح كل من يزور مدينة المصطفى يمر المتحف,Positive
3275,شرفت بزيارة المتحف  رحلة الخط العربي وكان بالاستقبال الاستاذ محمد الشعلان الله يسعده على كرم وحفاوة الضيافة والاستقبال المتحف زودني بمعلومات جميلة من حيث بدايات الخطوط العربية والانواع,Positive
3276,متحف جميل وممتع لتعرف على الماضي الجميل,Positive
3277,جميلة جدا وجذابة مريحه,Positive
3278,ذكريات الماضي الجميل,Positive
3279,مكان جميل  لكنه صغير  و مزدحم,Positive
3280,ينقصها الكثير من الخدمات,Neutral
3281,جميل المكان ع التجهيزات الجديدة للفصل الشتاء ومناسب للعوائل والاطفال والفعاليات جميلة وترتيب البوثات جميل جدا ونتمنى مثل هذي الفعاليات تقام بشكل دوري ومدة اقامتها بشكل كافي لزيارة الكل لها وبالعكس شي جميل مايقومون فيه هيئة الترفية من تنظيم,Positive
3282,لا باس به ومكان عادي جدا بس الناس عاطته اكبر من حجمة اعتقد بسبب قل الخيارات في المنطقة,Positive
3283,المكان روعة و جميل و نظيف يستاهل المشوار من مكة الي الجبل و ان شاء الله ازورها مرة و مرة و مرة,Positive
3284,يفتقر,Negative
3285,جميلة ورائعة والنظافة  ولكن البحيرة ارى انها تحتاج نظافة  ولكن المجمل العام جميلة   وانصح بزيارتها,Positive
3286,حديقة هادئة نظيفة انصح بزيارتها في المساء,Positive
3287,مكان تاريخي مميز,Positive
3288,المكان جدا راىع ومفيد تتمنى زيارته مرات,Positive
3289,شكرا مدينة الملك عبدالله,Positive
3290,تجد الهدوء,Positive
3291,اقل ما توصف بانها بركة وليس بحيرة يجب تجديد الماء كل فترة حتي يتغير لون الماء,Positive
3292,منتزه حلو,Neutral
3293,المكان لطيف ومختلف عن باقي الفعاليات بالرياض وجميل لاخذ الصور سعر الدخول  للشخص نفس مستوى المتحف في الدول الاخرى,Positive
3294,مكان سياحي وديني حيث يوجد به ثاني مسجد صليت في جماعة الاسلام حيث كانت تقطن هذه المنطقة قبيلة بني قيس التي كانت ع الديانة المسيحية تم تطوير المرافق حيث اصبحت حديقة ومكان مخصص للسياحة مقصد لزوار الخليج,Positive
3295,يقع مشروع بوليفارد الرياض في حي حطين السكني طريق الامير تركي الاول مخرج  والذي يعتبر احد ارقى احياء الرياض الجديدة وعلى بعد مسافة لا تذكر من مركز الملك عبد الله المالي الذي سوف يشكل علامة فارقة في عالم المال والاعمال بالرياض عند اكتمال,Negative
3296,السلام عليكم  حديقه البحيره  متواجده قطط بكثره مانصحح احد فيهاا وشكرن,Neutral
3297,حيوانات قليلة جدا ولا يوجد اهتمام مكثف  نظافة ممتازة جدا ,Positive
3298,مكان جميل ورايق منظم نظيف يشكرون على الاهتمام منظر الطيور جميل جدا وكذلك البحيرة شي مميز صراحة,Positive
3299,متحف جميل لكن يحتاج بعض الاهتمام والحرص من بعض الزائرين بسبب بعض الاعتقادات الشركيه والنزاعات التاريخيه,Positive
3300,للاسف كانت مغلقه,Negative
3301,حديقه جميله جدا ورائعه ماشاء الله انصحكم بزيارتها,Positive
3302,مهرجان رائع جدا ومتنوع وتنظيم ممتاز وخدمات متوفرة ومسهلة والمكان واااسع جدا وكبير صراحه ماتحسون بالملل ابدا لو تجلسون اليوم كله  جدا حبيت تعامل المشاركين فيه وشبابنا السعودي اللي مشاركين في التنظيم وغيره ورجال الامن هيبة,Positive
3303,جججدا جميل ومرتب وسعرهم جدا ممتاز وايضا يمكنك التسوق بعض المستلزمات ,Positive
3304,قمة في الروعه,Positive
3305,سبق وان عنيت لجبل قارة خصيصا مرتين ووجدته مغلق للاصلاحات والان خططت لزيارته مع اسرتي ولكن صرفت النظر عندما علمت ان رسوم الدخول  ريالا مما سيكلفني  ريال لمدة لا تتجاوز ساعة واحدة ليس فيها اي جذب سياحي الا ما,Negative
3306,المكان جدا جميل وسعد الدخول للشخص الواحد ريال هو متحف وهو مطعم بصراحة على قولتهم جنان,Positive
3307,حلوه للاطفال وفيها جلسات مطعم مرموقه انصح بزيارتها والسعر  ريال للشخص الواحد والاطفال دون  سنوات مجاني,Positive
3308,مكان يستحق الزياره تشرفنا برؤية مدير المتحف الاستاذ عادل الخيبري شرحنا لنا عن المكان واعطانا نبذه عن متى تم تجديد المكان و وقت الافتتاح و الجهود التي بذلت حتى تم الافتتاح اتمنى ان يتم تحسين بعض الاشياء مثل دورات المياه تحتاج الى صيانه و يحتاج الى اشخاص للتعريف الزوار على المكان,Positive
3309,جميلة جدا جدا,Positive
3310,نظيف وممتع ومريح وممتاز للاطفال دون سن الثالثه عشره والاسعار كويسه,Positive
3311,بحيرة و حديقة الطيور في ينبع الصناعية رائعة و انصح بزيارتها,Positive
3312,بعد التطوير  لا يوجد به جلسات كثيره عدد قليل والزوار كثر,Neutral
3313,جدا جميل وراقي علي مستوي,Positive
3314,تراثي,Neutral
3315,مغلق انا ساكن بالقرب منه لي اربع سنوات اشوفه لم مغلق على طول,Negative
3316,مكان جيد لكن الاسعار عاليه تحتاج لاعادة النظر فيها,Positive
3317,ررروعة ماشاء اللة تبارك الرحمن الرحيم والصلاة والسلام على سيدنا محمد وعلى اله وصحبه اجمعين,Neutral
3318,افضل مكان بالسعوديه ,Positive
3319,حديقة الحيوان  من اجمل الاماكن في مدينة الرياض التي يجب على كل من يقيم في هذه المدينة الجميلة زيارتها,Positive
3320,حلو المكان لكن في موقت موسم جدة كانت فيه معازف وموسيقه,Neutral
3321,روعه وتحفه وجمال مايمزح,Neutral
3322,متحف جميل يدل على  اصالة الماضي وعراقة الحاضر,Positive
3323,الناس الي يبحث الرفاهية  و الزحمه,Neutral
3324,جميل و واضح التراث العثماني نفس مباني في اسطنبول سبحان الله و المتحف نظيف جدا لكن الارضيات في الخارج ملى بالاكياس والاكواب وواكياس شاي اللبتون والطاولات غير نظيفه لا تستطيع الجلوس من الذباب    اعجبتني كثير دعاء الصحابة رضي الله,Positive
3325,تعد قلعة تبوك من اقدم المعالم التي يمكنك زيارتها والتي تستقطب اعداد كبيرة من السياح وكانت من اهم حصون امارة تبوك ضد اي عدوان خارجي وقد تم تحويلها الى متحف  يعرض المتحف الاقوال التي وردت عن تبوك في مصادر التاريخ والجغرافيا الاسلامية منذ عهد الرسول صلى الله عليه وسلم مرورا بالعصر الاموي والعباسي والعثماني والعصر الحديث بالاضافة الى عروض تتعلق بالقلعة كونها بناء مهم يقع على طريق الحج الشامي ومحطه تتوفر فيها الماء,Positive
3326,مكان يستحق الزيارة لكن للاسف بسبب كورونا اغلب الانشطة والفعاليات مغلقة,Neutral
3327,مستهتره,Neutral
3328,مكان جميل يوجد به متحف صغير وغني بالاثار رسوم الدخول  للشخص ممتازة,Positive
3329,رائع بمعنى الكلمة واهنيهم على القفزة النوعية,Positive
3330,الموقع مميز وهادئ ويجتمع فيه اناس طيبون,Positive
3331,يحتاج اهتمام بحكم انه الان عالمي,Positive
3332,اتمنى يتم الاهتمام به اكثر ووضع فيه العاب اطفال,Positive
3333,بارك الله فيكم يستاهل الزيارة,Positive
3334,قلعة تاريخية من اقدم القلاع التاريخية باالمملكة في منطقة حائل  هي معلم تاريخي تطل من فوق جبل على المنطقة,Positive
3335,ماء البحيره يحتاج لتجديد لونه اخضر من الزمن,Negative
